"taxon_id","species","order","class","superclass","iucn_category","genome","annotation","zoonomia","individuals","cell_lines","fibro","pbmc","ipsc","tissue_of_origin","genome_match","species_genome","assembly_level","scaffold_n50","contig_n50","gene_count","assembly_date","busco_completeness","genome_size","haploid_number","ploidy","sequencing_status","TOGA","common_name","alternative_name","subspecies","genus","subfamily","family","project"
"865857","Caribicus warreni","Squamata","Lepidosauria","Reptil","VULNERABLE",TRUE,TRUE,FALSE,2,1,1,0,0,"Trachea","none","none","No Genome",NA,NA,NA,NA,NA,1515900000,18,3,NA,"toga1/2",NA,NA,NA,"Caribicus",NA,"Diploglossidae","tetrapod"
"184164","Malpolon monspessulanus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",TRUE,TRUE,FALSE,2,1,1,0,0,NA,"species","Malpolon monspessulanus","Chromosome",121923953,32743049,NA,"2024-09-25",NA,1476780000,21,3,"insdc_open","toga1/2","Western Montpellier Snake,Montpellier snake",NA,NA,"Malpolon",NA,"Lamprophiidae","tetrapod"
"166086","Hemorrhois hippocrepis","Squamata","Lepidosauria","Reptil","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,NA,"species","Hemorrhois hippocrepis","Chromosome",153613759,54718507,NA,"2024-11-17",NA,1691940000,18,3,"insdc_open","toga1/2","Horseshoe Whip Snake,horseshoe snake",NA,NA,"Hemorrhois",NA,"Colubridae","tetrapod"
"94885","Pantherophis guttatus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Kidney","species","Pantherophis guttatus","Scaffold",63228677,3031475,NA,"2023-03-31",25.6,2127150000,18,3,"insdc_open","toga1/2",NA,NA,NA,"Pantherophis",NA,"Colubridae","tetrapod"
"500334","Ctenosaura bakeri","Squamata","Lepidosauria","Reptil","CRITICALLY ENDANGERED",TRUE,TRUE,FALSE,1,1,1,0,0,"Kidney","species","Ctenosaura bakeri","Contig",444732,444732,NA,"2023-02-03",NA,2601480000,18,3,"insdc_open","toga1/2",NA,NA,NA,"Ctenosaura",NA,"Iguanidae","tetrapod"
"2025560","Natrix helvetica","Squamata","Lepidosauria","Reptil","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Lung, skin","species","Natrix helvetica","Chromosome",172830377,1870695,NA,"2024-10-05",92.7,2298300000,18,3,"insdc_open","toga1/2","European Grass Snake,Snake, Grass",NA,NA,"Natrix",NA,"Colubridae","tetrapod"
"100823","Natrix natrix","Squamata","Lepidosauria","Reptil","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"kidney/liver/skin","species","Natrix natrix","Scaffold",1579101,1528028,NA,"2023-04-28",NA,2645490000,18,3,"insdc_open","toga1/2","Grass Snake,European grass snake",NA,NA,"Natrix",NA,"Colubridae","tetrapod"
"91907","Chamaeleo chamaeleon","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,1,1,0,0,"Tissue","genus","Chamaeleo calyptratus","Chromosome",278718720,14096519,NA,"2024-10-24",NA,2934000000,12,3,"insdc_open","toga1/2",NA,NA,NA,"Chamaeleo",NA,"Chamaeleonidae","illumina"
"52167","Uromastyx acanthinura","Squamata","Lepidosauria","Reptil","NEAR THREATENED",FALSE,TRUE,FALSE,1,0,0,0,0,"Tissue","family","Pogona vitticeps","Chromosome",274873533,202516942,NA,"2025-01-31",92.5,2141820000,17,3,"insdc_open","toga1/2","Dabb spiny-tailed lizard,Black spiny-tailed lizard",NA,NA,"Uromastyx",NA,"Agamidae","tetrapod"
"62050","Varanus prasinus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,1,0,0,"Trachea","genus","Varanus acanthurus","Chromosome",113866299,1773328,NA,"2025-04-30",NA,2009790000,20,3,"insdc_open","toga1/2",NA,NA,NA,"Varanus",NA,"Varanidae","illumina"
"51751","Python regius","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,2,0,0,0,0,"Trachea","genus","Python bivittatus","Scaffold",213970,10658,NA,"2013-09-15",89.2,1789740000,18,3,"insdc_open","toga1/2",NA,NA,NA,"Python",NA,"Pythonidae","tetrapod"
"140017","Lampropeltis triangulum","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Trachea","family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,2640600000,18,3,"insdc_open","toga1/2",NA,NA,"sinaloae","Lampropeltis",NA,"Colubridae","tetrapod"
"96731","Corucia zebrata","Squamata","Lepidosauria","Reptil","NEAR THREATENED",FALSE,TRUE,FALSE,3,1,1,0,0,"Trachea","family","Tiliqua scincoides","Chromosome",242160784,33113817,NA,"2024-01-04",NA,1716390000,16,2,"insdc_open","toga1/2",NA,NA,NA,"Corucia",NA,"Scincidae","tetrapod"
"2083012","Python breitensteini","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Trachea","genus","Python bivittatus","Scaffold",213970,10658,NA,"2013-09-15",89.2,1789740000,18,3,"insdc_open","toga1/2",NA,NA,NA,"Python",NA,"Pythonidae","tetrapod"
"420545","Dracaena guianensis","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,1,1,0,0,"Trachea","family","Aspidoscelis tigris","Chromosome",115489130,41557363,NA,"2025-03-05",NA,1872870000,19,2,"insdc_open","toga1/2",NA,NA,NA,"Dracaena",NA,"Teiidae","illumina"
"51850","Acrantophis dumerili","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,2,0,0,0,0,"Trachea","family","Candoia aspera","Chromosome",209480725,55640180,NA,"2024-01-18",NA,1872870000,17,3,"insdc_open","toga1/2",NA,NA,NA,"Acrantophis",NA,"Boidae","tetrapod"
"299743","Macroprotodon mauritanicus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,1,1,0,0,NA,"family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,2041575000,18,3,"insdc_open","toga1/2",NA,NA,NA,"Macroprotodon",NA,"Colubridae","tetrapod"
"186548","Coronella girondica","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,1,1,0,0,"Trachea, kidney, eye","family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,2523240000,18,3,"insdc_open","toga1/2","Southern Smooth Snake,Southern smooth snake",NA,NA,"Coronella",NA,"Colubridae","tetrapod"
"201445","Coronella austriaca","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"lung / skin/ovary/liver","family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,1848420000,18,3,"insdc_open","toga1/2","Smooth Snake,Smooth snake;Snake, Smooth",NA,NA,"Coronella",NA,"Colubridae","tetrapod"
"399537","Timon lepidus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,1,1,0,0,"trachea / skin/liver","family","Podarcis vaucheri","Chromosome",100944791,2992141,NA,"2025-01-24",95.1,2298300000,18,2,"insdc_open","toga1/2","Ocellated Lizard,Jeweled lacerta",NA,NA,"Timon",NA,"Lacertidae","tetrapod"
"51212","Ctenosaura similis","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,1,1,0,0,"Kidney","genus","Ctenosaura bakeri","Contig",444732,444732,NA,"2023-02-03",NA,2601480000,18,3,"insdc_open","toga1/2",NA,NA,NA,"Ctenosaura",NA,"Iguanidae","tetrapod"
"383824","Sceloporus serrifer","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Kidney","genus","Sceloporus undulatus","Chromosome",275632209,75501,NA,"2021-07-08",NA,2489010000,16,3,"insdc_open","toga1/2",NA,NA,NA,"Sceloporus",NA,"Phrynosomatidae","tetrapod"
"166085","Hierophis viridiflavus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,1,1,1,0,0,"Lung, kidney","family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,2669940000,18,3,"insdc_open","toga1/2","Western Whip Snake,Western whip snake",NA,NA,"Hierophis",NA,"Colubridae","tetrapod"
"80460","Psammodromus algirus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,3,1,1,0,0,"Skin/liver/tail","family","Podarcis vaucheri","Chromosome",100944791,2992141,NA,"2025-01-24",95.1,2122260000,19,2,"insdc_open","toga1/2","Large Psammodromus,Large psammodromus",NA,NA,"Psammodromus",NA,"Lacertidae","tetrapod"
"111511","Acanthodactylus erythrurus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,2,0,0,0,0,"Tail","family","Podarcis vaucheri","Chromosome",100944791,2992141,NA,"2025-01-24",95.1,1408320000,19,2,"insdc_open","toga1/2",NA,NA,NA,"Acanthodactylus",NA,"Lacertidae","tetrapod"
"103699","Chlamydosaurus kingii","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,3,1,1,0,0,NA,"family","Pogona vitticeps","Chromosome",274873533,202516942,NA,"2025-01-31",92.5,1819080000,16,3,"insdc_open","toga1/2",NA,NA,NA,"Chlamydosaurus",NA,"Agamidae","illumina"
"299738","Macroprotodon brevis","Squamata","Lepidosauria","Reptil","NEAR THREATENED",FALSE,TRUE,FALSE,2,1,1,0,0,"Skin, Tissue (skin)","family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,2041575000,18,3,"insdc_open","toga1/2",NA,NA,NA,"Macroprotodon",NA,"Colubridae","tetrapod"
"201439","Zamenis longissimus","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,2,0,1,0,0,"Kidney, Liver, kidney","family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,1779960000,18,3,"insdc_open","toga1/2","Aesculapian Ratsnake,Aesculapian snake","Zanemis longissimus",NA,"Zamenis",NA,"Colubridae","tetrapod"
"122933","Zamenis scalaris","Squamata","Lepidosauria","Reptil","LEAST CONCERN",FALSE,TRUE,FALSE,2,1,1,0,0,"Kidney, Liver, lung","family","Ahaetulla prasina","Chromosome",231952326,23873608,NA,"2023-02-22",NA,1985339999,18,3,"insdc_open","toga1/2","Ladder Snake,Ladder snake","Zamenis scalaris",NA,"Zamenis",NA,"Colubridae","tetrapod"
"54508","Jacana jacana","Charadriiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea","species","Jacana jacana","Scaffold",126631,31221,14651,"2020-07-10",NA,1418100000,41,2,"insdc_open","not_in_toga","Wattled jacana,wattled jacana",NA,NA,"Jacana",NA,"Jacanidae","illumina"
"8928","Ciconia ciconia","Ciconiiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,3,1,1,0,0,"Tissue","species","Ciconia ciconia","Scaffold",24544117,180212,NA,"2023-07-31",NA,1545240000,34,2,"insdc_open","toga1/2","White stork,White stork;White Stork",NA,NA,"Ciconia",NA,"Ciconiidae","illumina"
"57412","Colius striatus","Coliiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,2,1,1,0,0,"Trachea","species","Colius striatus","Chromosome",89023854,21931325,12892,"2023-02-24",83.7,1437660000,39,2,"insdc_open","toga2","Speckled Mousebird,speckled mousebird",NA,NA,"Colius",NA,"Coliidae","illumina"
"54383","Eurypyga helias","Eurypygiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Eurypyga helias","Scaffold",47243,24402,13601,"2014-05-13",84.60000000000001,1419322500,40,2,"insdc_open","not_in_toga","Sunbittern,sunbittern",NA,NA,"Eurypyga",NA,"Eurypygidae","tetrapod"
"8797","Rhea americana","Rheiformes","Aves","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,2,2,2,0,0,"Trachea/Skin","species","Rhea americana","Scaffold",3949999,88762,NA,"2018-07-26",96.9,1555020000,40,2,"insdc_open","not_in_toga","Greater rhea,greater rhea",NA,NA,"Rhea",NA,"Rheidae","tetrapod"
"8895","Apus apus","Apodiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,1,0,0,NA,"species","Apus apus","Chromosome",115508478,25561769,NA,"2021-11-04",NA,1251840000,39,2,"insdc_open","toga2","Common swift,Swift;Common Swift;common swift",NA,NA,"Apus",NA,"Apodidae","illumina"
"155086","Bucorvus leadbeateri","Bucerotiformes","Aves","Birds","VULNERABLE",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea","species","Bucorvus leadbeateri","Chromosome",40451533,574159,NA,"2024-10-03",NA,1398540000,44,2,"insdc_open","toga1/2","Southern ground hornbill,southern ground hornbill",NA,NA,"Bucorvus",NA,"Bucorvidae","illumina"
"8790","Dromaius novaehollandiae","Casuariiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Dromaius novaehollandiae","Chromosome",77929039,24239989,15115,"2024-02-26",96.8,1555020000,40,2,"insdc_open","toga1","Common Emu,Emu;emu",NA,NA,"Dromaius",NA,"Dromaiidae","tetrapod"
"170866","Halcyon malimbica","Coraciiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Halcyon malimbica","Scaffold",63048,26796,NA,"2022-08-01",NA,1545240000,38,2,"insdc_open","toga1/2",NA,NA,NA,"Halcyon",NA,"Alcedinidae","tetrapod"
"148594","Falco naumanni","Falconiformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,0,1,0,0,"Tissue/Trachea","species","Falco naumanni","Chromosome",91761059,13754753,NA,"2021-03-30",97.1,1403430000,26,2,"insdc_open","not_in_toga","Lesser Kestrel,Lesser Kestrel;lesser kestrel",NA,NA,"Falco",NA,"Falconidae","tetrapod"
"345164","Falco cherrug","Falconiformes","Aves","Birds","ENDANGERED",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue (skin)","species","Falco cherrug","Chromosome",92426045,21245687,NA,"2022-06-02",97,1403430000,26,2,"insdc_open","toga2","Saker falcon",NA,NA,"Falco",NA,"Falconidae","tetrapod"
"95723","Ramphastos toco","Piciformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue","species","Ramphastos toco","Scaffold",32078995,10117,NA,"2024-07-30",NA,1760400000,57,2,"insdc_open","toga1/2","Toco toucan,Toco toucan;toco toucan",NA,NA,"Ramphastos",NA,"Ramphastidae","illumina"
"92683","Spheniscus demersus","Sphenisciformes","Aves","Birds","ENDANGERED",TRUE,TRUE,FALSE,3,2,2,0,0,"Tissue","species","Spheniscus demersus","Chromosome",88319617,18147389,15881,"2025-06-17",96,1594140000,36,2,"insdc_open","not_in_toga","Jackass penguin,Jackass penguin;jackass penguin",NA,NA,"Spheniscus",NA,"Spheniscidae","illumina"
"9240","Spheniscus humboldti","Sphenisciformes","Aves","Birds","VULNERABLE",TRUE,TRUE,FALSE,6,2,2,0,0,"Tissue","species","Spheniscus humboldti","Chromosome",89079306,13936613,16378,"2022-12-28",97.5,1594140000,39,2,"insdc_open","not_in_toga","Humboldt penguin,Humboldt's penguin",NA,NA,"Spheniscus",NA,"Spheniscidae","illumina"
"8787","Casuarius casuarius","Casuariiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea/Skin","species","Casuarius casuarius","Scaffold",3704890,165721,15110,"2018-07-26",NA,1555020000,46,2,"insdc_open","not_in_toga","Southern cassowary,Australian cassowary;southern cassowary",NA,NA,"Casuarius",NA,"Casuariidae","tetrapod"
"1160816","Apus pallidus","Apodiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,3,0,0,0,0,NA,"genus","Apus apus","Chromosome",115508478,25561769,NA,"2021-11-04",NA,1251840000,35,2,"insdc_open","toga2","Pallid Swift",NA,NA,"Apus",NA,"Apodidae","tetrapod"
"175834","Penelopides panini","Bucerotiformes","Aves","Birds","ENDANGERED",FALSE,TRUE,FALSE,1,1,1,0,0,"Trachea","family","Tockus erythrorhynchus","Scaffold",39713591,27038,NA,"2025-01-19",NA,1271400000,34,2,"insdc_open","toga1/2",NA,NA,"panini","Penelopides",NA,"Bucerotidae","tetrapod"
"8939","Dacelo novaeguineae","Coraciiformes","Aves","Birds","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Trachea","family","Todiramphus chloris","Scaffold",17505536,148777,NA,"2022-09-21",NA,1457220000,38,2,"insdc_open","toga1/2",NA,NA,NA,"Dacelo",NA,"Alcedinidae","tetrapod"
"240740","Trachyphonus erythrocephalus","Piciformes","Aves","Birds","LEAST CONCERN",FALSE,FALSE,FALSE,3,1,1,0,0,"Trachea","family","Pogoniulus pusillus","Chromosome",33994490,16792259,NA,"2020-11-03",96.3,1643040000,46,2,"insdc_open","not_in_toga",NA,NA,NA,"Trachyphonus",NA,"Lybiidae","tetrapod"
"9217","Phoenicopterus ruber","Phoenicopteriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,4,1,1,0,0,"Trachea","species","Phoenicopterus ruber","Chromosome",85472901,14700712,NA,"2023-04-03",NA,1354530000,40,2,"insdc_open","toga1/2","American flamingo,Greater flamingo",NA,NA,"Phoenicopterus",NA,"Phoenicopteridae","tetrapod"
"435638","Phoenicopterus roseus","Phoenicopteriformes","Aves","Birds","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Tissue","genus","Phoenicopterus ruber","Chromosome",85472901,14700712,NA,"2023-04-03",NA,1354530000,40,2,"insdc_open","toga1/2","Greater Flamingo",NA,NA,"Phoenicopterus",NA,"Phoenicopteridae","tetrapod"
"117000","Phoenicopterus chilensis","Phoenicopteriformes","Aves","Birds","NEAR THREATENED",FALSE,TRUE,FALSE,2,2,2,0,0,"Trachea","genus","Phoenicopterus ruber","Chromosome",85472901,14700712,NA,"2023-04-03",NA,1354530000,40,2,"insdc_open","toga1/2",NA,NA,NA,"Phoenicopterus",NA,"Phoenicopteridae","tetrapod"
"223492","Parabuteo unicinctus","Accipitriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Trachea","species","Parabuteo unicinctus","Scaffold",34879618,1227,NA,"2022-09-20",NA,1398540000,34,2,"insdc_open","toga1/2","Harris' hawk/bay-winged hawk,Harris's hawk",NA,NA,"Parabuteo",NA,"Accipitridae","tetrapod"
"8957","Astur gentilis","Accipitriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Trachea/Skin","species","Astur gentilis","Chromosome",35025567,17712854,NA,"2022-10-27",97.5,1398540000,39,2,"insdc_open","toga1/2","Northern Goshawk,Goshawk;Northern Goshawk;Northern goshawk","Accipiter gentilis",NA,"Astur",NA,"Accipitridae","tetrapod"
"43583","Sarcoramphus papa","Accipitriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Skin/traquea","species","Sarcoramphus papa","Chromosome",96420541,40899883,NA,"2024-04-04",NA,1476780000,40,2,"insdc_open","toga1/2","King Vulture,king vulture",NA,NA,"Sarcoramphus",NA,"Cathartidae","tetrapod"
"9123","Gallinula chloropus","Gruiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,2,0,0,0,0,NA,"species","Gallinula chloropus","Chromosome",90336355,3673000,NA,"2024-08-31",96.9,1496340000,39,2,"insdc_open","toga2","Common Moorhen,Moorhen;Common Moorhen;common moorhen",NA,NA,"Gallinula",NA,"Rallidae","tetrapod"
"54359","Psophia crepitans","Gruiformes","Aves","Birds","NEAR THREATENED",TRUE,TRUE,FALSE,1,0,1,0,0,"Tissue","species","Psophia crepitans","Scaffold",468890,58160,15289,"2020-07-10",96.4,1405875000,40,2,"insdc_open","not_in_toga","Grey-winged Trumpeter,common trumpeter",NA,NA,"Psophia",NA,"Psophiidae","illumina"
"52644","Haliaeetus leucocephalus","Accipitriformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,1,1,0,0,"Tissue","species","Haliaeetus leucocephalus","Scaffold",9145499,105493,NA,"2014-08-04",96.9,1398540000,33,2,"insdc_open","not_in_toga","Bald Eagle,Bald eagle;Bald Eagle;bald eagle",NA,NA,"Haliaeetus",NA,"Accipitridae","illumina"
"126827","Otus scops","Strigiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,5,0,1,0,0,"Tissue (skin)","species","Otus scops","Scaffold",86908813,25579,NA,"2024-05-28",NA,1369200000,38,2,"insdc_open","toga1/2","Eurasian scops owl,Eurasian scops owl;Scops Owl;Eurasian Scops Owl;Eurasian scops-owl",NA,"scops","Otus","Strigiformes
 

","Strigidae","illumina"
"56313","Tyto alba","Strigiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue","species","Tyto alba","Scaffold",36032128,17955177,13081,"2021-06-03",84.2,1594140000,46,2,"insdc_open","not_in_toga","Common Barn-owl,Common barn owl;Barn Owl;Western Barn Owl;Owl, Barn;common barn owl",NA,NA,"Tyto",NA,"Tytonidae","illumina"
"371907","Bubo scandiacus","Strigiformes","Aves","Birds","VULNERABLE",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue/Trachea","species","Bubo scandiacus","Chromosome",50972959,16496251,18271,"2025-03-20",96.7,1643040000,42,2,"insdc_open","not_in_toga","Snowy Owl,Snowy owl;Snowy Owl;Owl, Snowy",NA,NA,"Bubo",NA,"Strigidae","tetrapod"
