"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","sample_id","cell_barcode","wgs","rna_seq","x14","iucn","superclass","data","animal_id","individual_id","lines_per_individual","iPSC","status"
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae","OR193 son of TOR18+TOR16","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A3","*A3*",NA,NA,NA,"CR","Amphibian",NA,"A3","I_A3",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae","QGH19-05277-IA","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A6","*A6*",NA,NA,"Calotriton arnoldi (iucnredlist.org)","CR","Amphibian",NA,"A6","I_A6",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae","QGH20-05351-IA","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A17","*A17*",NA,NA,"Taxonomy browser (Calotriton arnoldi) (nih.gov)","CR","Amphibian",NA,"A17","I_A17",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae","QGH20-05351-IA","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A28","*A28*","ORGONE_10_2",NA,NA,"CR","Amphibian",NA,"A28","I_A28",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae","OR192, Any 2012, male","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A83","*A83*",NA,NA,NA,"CR","Amphibian",NA,"A83","I_A83",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A188","*A188*",NA,NA,NA,"CR","Amphibian",NA,"A188","I_A188",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A220","*A220*",NA,NA,NA,"CR","Amphibian",NA,"A220","I_A220",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A285","*A285*",NA,NA,NA,"CR","Amphibian",NA,"A285","I_A285",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A364","*A364*",NA,NA,NA,"CR","Amphibian",NA,"A364","I_A364",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae","QGH20-05351-IA","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A602",NA,NA,NA,NA,"CR","Amphibian",NA,"A602","I_A602",1,FALSE,FALSE
"Calotriton arnoldi","Calotriton arnoldi",NA,"Montseny Brook newt","Salamandridae","QGH25-07332/ BARCELONA / 15138","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A795",NA,NA,NA,NA,"CR","Amphibian",NA,"A795","I_A795",1,FALSE,FALSE
"Triturus marmoratus","Triturus marmoratus",NA,"Marbled Newt","Salamandridae","NO ZIMS","WILD","U","Primary",NA,NA,NA,NA,NA,"A642",NA,NA,NA,"https://www.iucnredlist.org/species/59477/219150517","VU","Amphibian",NA,"A642","I_A642",1,FALSE,FALSE
"Triturus marmoratus","Triturus marmoratus",NA,"Marbled Newt","Salamandridae","NO ZIMS","WILD","U","Primary",NA,NA,NA,NA,NA,"A643",NA,NA,NA,NA,"VU","Amphibian",NA,"A643","I_A643",1,FALSE,FALSE
"Triturus marmoratus","Triturus marmoratus",NA,"Marbled Newt","Salamandridae","BC0096","WILD","U","Primary",NA,NA,NA,NA,NA,"A650",NA,NA,NA,NA,"VU","Amphibian",NA,"A650","I_A650",1,FALSE,FALSE
"Triturus marmoratus","Triturus marmoratus",NA,"Marbled Newt","Salamandridae","BC00833","WILD","U","Primary",NA,NA,NA,NA,NA,"A651",NA,NA,NA,NA,"VU","Amphibian",NA,"A651","I_A651",1,FALSE,FALSE
"Ambystoma mexicanum","Ambystoma mexicanum",NA,"Axolotl","Ambystomatidae","MIG12-30088849","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A41","*A41*",NA,NA,"https://www.iucnredlist.org/species/1095/53947343","CR","Amphibian",NA,"A41","I_A41",1,FALSE,FALSE
"Ambystoma mexicanum","Ambystoma mexicanum",NA,"Axolotl","Ambystomatidae","-","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A351","*A351*",NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","CR","Amphibian",NA,"A351","I_A351",1,FALSE,FALSE
"Ambystoma mexicanum","Ambystoma mexicanum",NA,"Axolotl","Ambystomatidae","-","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A352","*A352*",NA,NA,NA,"CR","Amphibian",NA,"A352","I_A352",1,FALSE,FALSE
"Ambystoma mexicanum","Ambystoma mexicanum",NA,"Axolotl","Ambystomatidae",NA,"CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A688",NA,NA,NA,NA,"CR","Amphibian",NA,"A688","I_A688",1,FALSE,FALSE
"Ambystoma mexicanum","Ambystoma mexicanum",NA,"Axolotl","Ambystomatidae",NA,"CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A771",NA,NA,NA,NA,"CR","Amphibian",NA,"A771","I_A771",1,FALSE,FALSE
"Ambystoma mexicanum","Ambystoma mexicanum",NA,"Axolotl","Ambystomatidae","MIG12-30088849","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A785",NA,NA,NA,NA,"CR","Amphibian",NA,"A785","I_A785",1,FALSE,FALSE
"Pleurodeles waltl","Pleurodeles waltl",NA,"Sharp-ribbed Salamander","Salamandridae","-","CAPTIVE",NA,"Primary","WGS",NA,NA,NA,NA,"A203","*A203*","ABA20114",NA,NA,"NT","Amphibian",NA,"A203","I_A203",1,FALSE,FALSE
"Pleurodeles waltl","Pleurodeles waltl",NA,"Sharp-ribbed Salamander","Salamandridae","QGH23-06328-IA","-","U","Primary",NA,NA,NA,NA,NA,"A454",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=8319&lvl=3&lin=f&keep=1&srchmode=1&unlock","NT","Amphibian",NA,"A454","I_A454",1,FALSE,FALSE
"Pleurodeles waltl","Pleurodeles waltl",NA,"Sharp-ribbed Salamander","Salamandridae",NA,NA,"U","Fibro",NA,NA,NA,NA,NA,"A496",NA,NA,NA,NA,"NT","Amphibian",NA,"A496","I_A496",1,FALSE,TRUE
"Salamandra salamandra","Salamandra salamandra",NA,"Common Fire Salamander","Salamandridae",NA,"WILD","U","Primary",NA,NA,NA,NA,NA,"A649",NA,NA,NA,"https://www.iucnredlist.org/species/59467/219148292","VU","Amphibian",NA,"A649","I_A649",1,FALSE,FALSE
"Lissotriton helveticus","Lissotriton helveticus",NA,"Palmate Newt","Salamandridae","BC00871","WILD","U","Primary",NA,NA,NA,NA,NA,"A665",NA,NA,NA,NA,"LC","Amphibian",NA,"A665","I_A665",1,FALSE,FALSE
"Alytes muletensis","Alytes muletensis",NA,"Mallorcan midwife toad","Discoglossidae","MIG12-29917973","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A26","*A26*",NA,NA,"https://www.iucnredlist.org/species/977/89697685","EN","Amphibian",NA,"A26","I_A26",1,FALSE,FALSE
"Alytes muletensis","Alytes muletensis",NA,"Mallorcan midwife toad","Discoglossidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A481",NA,"ABA23936",NA,"https://www.miteco.gob.es/es/biodiversidad/temas/inventarios-nacionales/anfibios_12_tcm30-98887.pdf","EN","Amphibian",NA,"A481","I_A481",1,FALSE,FALSE
"Alytes muletensis","Alytes muletensis",NA,"Mallorcan midwife toad","Discoglossidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A487",NA,NA,NA,"http://digital.csic.es/bitstream/10261/108319/3/alymul_v4.pdf","EN","Amphibian",NA,"A487","I_A487",1,FALSE,FALSE
"Alytes muletensis","Alytes muletensis",NA,"Mallorcan midwife toad","Discoglossidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A488",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=97955","EN","Amphibian",NA,"A488","I_A488",1,FALSE,FALSE
"Alytes muletensis","Alytes muletensis",NA,"Mallorcan midwife toad","Discoglossidae","QGH23-06294/BARCELONA / 14254","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A812",NA,NA,NA,NA,"EN","Amphibian",NA,"A812","I_A812",1,FALSE,FALSE
"Agalychnis callidryas","Agalychnis callidryas",NA,"Red-eyed Treefrog","Phyllomedusidae","-","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A378","*A378*",NA,NA,"https://www.iucnredlist.org/species/55290/3028059","LC","Amphibian",NA,"A378","I_A378",1,FALSE,FALSE
"Xenopus longipes","Xenopus longipes",NA,"Lake Oku Clawed Frog","Pipidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A604",NA,NA,NA,NA,"CR","Amphibian",NA,"A604","I_A604",1,FALSE,FALSE
"Xenopus longipes","Xenopus longipes",NA,"Lake Oku Clawed Frog","Pipidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A653",NA,NA,NA,NA,"CR","Amphibian",NA,"A653","I_A653",1,FALSE,FALSE
"Xenopus allofraseri","Xenopus allofraseri",NA,"False Fraser's Clawed Frog","Pipidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A605",NA,NA,NA,"https://www.iucnredlist.org/species/89257106/89674955","LC","Amphibian",NA,"A605","I_A605",1,FALSE,FALSE
"Xenopus laevis","Xenopus laevis",NA,"African Clawed Frog","Pipidae",NA,"CAPTIVE","U","Primary","SEQ",NA,NA,NA,NA,"A606",NA,"ABA20168",NA,NA,"LC","Amphibian",NA,"A606","I_A606",1,FALSE,FALSE
"Xenopus tropicalis","Xenopus tropicalis",NA,"Tropical Clawed Frog","Pipidae",NA,"CAPTIVE","U","Fibro",NA,NA,NA,NA,NA,"A608",NA,NA,NA,"https://www.iucnredlist.org/species/89256756/107607050","LC","Amphibian",NA,"A608","I_A608",1,FALSE,TRUE
"Xenopus boumbaensis","Xenopus boumbaensis",NA,"Mawa Clawed Frog","Pipidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A607",NA,NA,NA,"https://www.iucnredlist.org/species/58171/177346384","NT","Amphibian",NA,"A607","I_A607",1,FALSE,FALSE
"Bufo spinosus","Bufo spinosus",NA,"Spiny Toad","Bufonidae","BC01019","WILD","U","Primary",NA,NA,NA,NA,"WGS","A644",NA,"ABA23953",NA,"https://www.iucnredlist.org/species/88316046/89696452","LC","Amphibian",NA,"A644","I_A644",1,FALSE,FALSE
"Bufo spinosus","Bufo spinosus",NA,"Spiny Toad","Bufonidae","BC00980","WILD","U","Primary",NA,NA,NA,NA,NA,"A667",NA,NA,NA,NA,"LC","Amphibian",NA,"A667","I_A667",1,FALSE,FALSE
"Rana pyrenaica","Rana pyrenaica",NA,"Pyrenean Frog","Ranidae",NA,"WILD","U","Primary",NA,NA,NA,NA,NA,"A647",NA,NA,NA,"https://www.iucnredlist.org/species/19183/227233345","EN","Amphibian",NA,"A647","I_A647",1,FALSE,FALSE
"Xenopus muelleri","Xenopus muelleri",NA,"Müller's Clawed Toad","Pipidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A654",NA,NA,NA,"https://www.iucnredlist.org/species/107580991/107581762","LC","Amphibian",NA,"A654","I_A654",1,FALSE,FALSE
"Xenopus borealis","Xenopus borealis",NA,"Marsabit Clawed Frog","Pipidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A655",NA,NA,NA,"https://www.iucnredlist.org/species/58170/18397690","LC","Amphibian",NA,"A655","I_A655",1,FALSE,FALSE
"Xenopus fischbergi","Xenopus fischbergi",NA,"Fischberg's Clawed Frog","Pipidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A656",NA,NA,NA,"https://www.iucnredlist.org/species/89257028/97016843","LC","Amphibian",NA,"A656","I_A656",1,FALSE,FALSE
"Discoglossus pictus","Discoglossus pictus",NA,"Painted Frog","Alytidae","BC01032","WILD","U","Primary",NA,NA,NA,NA,NA,"A663",NA,NA,NA,"https://www.iucnredlist.org/species/55270/89700379","LC","Amphibian",NA,"A663","I_A663",1,FALSE,FALSE
"Discoglossus pictus","Discoglossus pictus",NA,"Painted Frog","Alytidae","BC01019","WILD","U","Primary","RNA",NA,NA,NA,NA,"A664",NA,NA,NA,NA,"LC","Amphibian",NA,"A664","I_A664",1,FALSE,FALSE
"Epidalea calamita","Epidalea calamita",NA,"Natterjack Toad","Bufonidae","BC00809","WILD","U","Fibro","DNA","RNA",NA,NA,NA,"A666",NA,NA,NA,NA,"LC","Amphibian",NA,"A666","I_A666",1,FALSE,TRUE
"Hyla meridionalis","Hyla meridionalis",NA,"Stripeless Treefrog","Hylidae","BC001129","WILD","U","Fibro","DNA",NA,NA,NA,NA,"A668",NA,NA,NA,"https://www.iucnredlist.org/species/173109790/89701354","LC","Amphibian",NA,"A668","I_A668",1,FALSE,TRUE
"Hyla meridionalis","Hyla meridionalis",NA,"Stripeless Treefrog","Hylidae","BC00912","WILD","U","Primary",NA,NA,NA,NA,NA,"A669",NA,NA,NA,NA,"LC","Amphibian",NA,"A669","I_A669",1,FALSE,FALSE
"Pelodytes punctatus","Pelodytes punctatus",NA,"Pelodytes punctatus","Pelodytidae","BC01076","WILD","U","Primary",NA,NA,NA,NA,NA,"A670",NA,NA,NA,"https://www.iucnredlist.org/species/173111497/218083218","LC","Amphibian",NA,"A670","I_A670",1,FALSE,FALSE
"Pelophylax perezi","Pelophylax perezi",NA,"Perez's Frog","Ranidae","BC00888","WILD","U","Primary",NA,NA,NA,NA,NA,"A671",NA,NA,NA,"https://www.iucnredlist.org/species/58692/227226945","LC","Amphibian",NA,"A671","I_A671",1,FALSE,FALSE
"Pelophylax perezi","Pelophylax perezi",NA,"Perez's Frog","Ranidae","QGH25-07608-IA","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A699",NA,NA,NA,NA,"LC","Amphibian",NA,"A699","I_A699",1,FALSE,TRUE
"Pelophylax perezi","Pelophylax perezi",NA,"Perez's Frog","Ranidae","QGH25-07664-IA","WILD","U","Primary",NA,NA,NA,NA,NA,"A800",NA,NA,NA,NA,"LC","Amphibian",NA,"A800","I_A800",1,FALSE,FALSE
"Leptodactylus fallax","Leptodactylus fallax",NA,"Mountain Chicken","Leptodactylidae","25340557 / BARCELONA / 12880","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A700",NA,NA,NA,NA,"CR","Amphibian",NA,"A700","I_A700",1,FALSE,TRUE
"Epipedobates tricolor","Epipedobates tricolor",NA,"Phantasmal Poison Frog","Dendrobatidae","-","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A842",NA,NA,NA,"https://www.iucnredlist.org/species/55239/98647137","VU","Amphibian",NA,"A842","I_A842",1,FALSE,FALSE
"Aldabrachelys gigantea","Aldabrachelys gigantea",NA,"Aldabra giant tortoise","Testudinidae","QGH19-05103/JEREZ / ALDABRA3","WILD","U","Primary",NA,NA,NA,NA,NA,"A71",NA,NA,NA,"https://www.iucnredlist.org/species/9010/12949962","VU","Reptiles",NA,"A71","I_A71",1,FALSE,FALSE
"Aldabrachelys gigantea","Aldabrachelys gigantea",NA,"Aldabra giant tortoise","Testudinidae","QGH12-00157/BARCELONA / 11586","WILD","U","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A581",NA,"ABA20105","BB5630","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167804","VU","Reptiles",NA,"A581","I_A581",1,FALSE,TRUE
"Terrapene nelsoni","Terrapene nelsoni",NA,"Spotted Box Turtle","Emydidae","FRW17-00799/JEREZ / TENE07","U","M","Primary",NA,NA,NA,NA,NA,"A108",NA,NA,NA,"https://iucn-tftsg.org/terrapene-nelsoni-060/","DD","Reptiles",NA,"A108","I_A108",1,FALSE,FALSE
"Terrapene nelsoni","Terrapene nelsoni",NA,"Spotted Box Turtle","Emydidae","FRW17-00798/JEREZ / TENE06","U","F","Primary","SEQ",NA,NA,NA,NA,"A82",NA,"ABA20171",NA,"https://www.iucnredlist.org/species/21643/97298467","DD","Reptiles",NA,"A82","I_A82",1,FALSE,FALSE
"Graptemys pseudogeographica","Graptemys pseudogeographica",NA,"Map turtle","Emydidae","QGH23-06415-IA","U","U","Fibro","DNA","RNA","RNA-Seq","WGS",NA,"A480",NA,"ABA20142","BB5618","https://www.iucnredlist.org/species/165600/97424024","LC","Reptiles",NA,"A480","I_A480",1,FALSE,TRUE
"Caretta caretta","Caretta caretta",NA,"Loggerhead Turtle","Cheloniidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A152",NA,NA,NA,"https://reptile-database.reptarium.cz/species?genus=Caretta&species=caretta","VU","Reptiles",NA,"A152","I_A152",1,FALSE,TRUE
"Stigmochelys pardalis","Stigmochelys pardalis",NA,"Leopard Tortoise","Testudinidae","FRW18-00897/JEREZ / PAR-5","U","U","Primary","WGS",NA,NA,NA,NA,"A88",NA,"ABA23940",NA,"https://www.iucnredlist.org/species/163449/1009442","LC","Reptiles",NA,"A88","I_A88",1,FALSE,FALSE
"Testudo hermanni hermanni","Testudo hermanni","hermanni","Balkan Hermann's tortoise","Testudinidae","20910513/BARCELONA / 9831","U","F","Primary",NA,NA,NA,NA,NA,"A184",NA,NA,NA,"https://www.iucnredlist.org/species/21650/9306703","EN","Reptiles",NA,"A184","I_A184",1,FALSE,FALSE
"Heosemys spinosa","Heosemys spinosa",NA,"Spiny Turtle","Geoemydidae","6169827","WILD","M","Primary",NA,NA,NA,NA,NA,"A244",NA,"ABA20135",NA,NA,"EN","Reptiles",NA,"A244","I_A244",1,FALSE,FALSE
"Mauremys leprosa","Mauremys leprosa",NA,"Mediterranean turtel","Geoemydidae","QGH19-05061/BARCELONA / 13386","CAPTIVE","M","Primary","WGS",NA,NA,NA,NA,"A549",NA,"ABA20149",NA,"https://www.iucnredlist.org/species/158468/5199555","VU","Reptiles",NA,"A549","I_A549",1,FALSE,FALSE
"Mauremys leprosa","Mauremys leprosa",NA,"Mediterranean turtel","Geoemydidae","QGH20-05454 / BARCELONA / 13743","UNDETERMINED","U","Primary",NA,NA,NA,NA,NA,"A569",NA,NA,NA,NA,"VU","Reptiles",NA,"A569","I_A569",1,FALSE,FALSE
"Mauremys leprosa","Mauremys leprosa",NA,"Mediterranean turtel","Geoemydidae","QGH21-05541/BARCELONA / 13811","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A603",NA,NA,NA,NA,"VU","Reptiles",NA,"A603","I_A603",1,FALSE,FALSE
"Macrochelys temminckii","Macrochelys temminckii",NA,"Alligator snapping turtle","Chelydridae","23771982","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A356",NA,NA,NA,"https://www.iucnredlist.org/species/12589/97272309","VU","Reptiles",NA,"A356","I_A356",1,FALSE,FALSE
"Cuora amboinensis kamaroma","Cuora amboinensis","kamaroma","Southeast Asian box turtle","Geoemydidae",NA,"UNKNOWN","M","Primary",NA,NA,NA,NA,NA,"A551",NA,NA,NA,"https://www.iucnredlist.org/species/5958/3078812","VU","Reptiles",NA,"A551","I_A551",1,FALSE,FALSE
"Chlamydosaurus kingii","Chlamydosaurus kingii",NA,"Frilled Lizard","Agamidae","QGH16-04206","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A294",NA,NA,NA,"https://www.iucnredlist.org/species/170384/21644690","LC","Reptiles",NA,"A294","I_A294",1,FALSE,FALSE
"Chlamydosaurus kingii","Chlamydosaurus kingii",NA,"Frilled Lizard","Agamidae","-",NA,NA,"Primary",NA,NA,NA,NA,NA,"A110",NA,NA,NA,"https://reptile-database.reptarium.cz/species?genus=Chlamydosaurus&species=kingii&search_param=%28%28search%3D%27Chlamydosaurus+kingii%27%29%29","LC","Reptiles",NA,"A110","I_A110",1,FALSE,FALSE
"Chlamydosaurus kingii","Chlamydosaurus kingii",NA,"Frilled Lizard","Agamidae","QGH18-04854 / BARCELONA / 13175","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A579",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","LC","Reptiles",NA,"A579","I_A579",1,FALSE,FALSE
"Chlamydosaurus kingii","Chlamydosaurus kingii",NA,"Frilled Lizard","Agamidae","QGH18-04839/ BARCELONA / 13159","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A586",NA,NA,NA,NA,"LC","Reptiles",NA,"A586","I_A586",1,FALSE,FALSE
"Chlamydosaurus kingii","Chlamydosaurus kingii",NA,"Frilled Lizard","Agamidae","QGH18-04917/ BARCELONA / 13227","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A585",NA,NA,NA,NA,"LC","Reptiles",NA,"A585","I_A585",1,FALSE,FALSE
"Chamaeleo chamaeleon","Chamaeleo chamaeleon",NA,"Mediterranean Chameleon","Chamaeleonidae","CRAS 663/20",NA,NA,"Primary",NA,NA,NA,NA,NA,"A91",NA,NA,NA,"https://www.iucnredlist.org/species/157246/743434","LC","Reptiles",NA,"A91","I_A91",1,FALSE,FALSE
"Chamaeleo chamaeleon","Chamaeleo chamaeleon",NA,"Mediterranean Chameleon","Chamaeleonidae","-","WILD","F","Fibro","DNA",NA,NA,NA,NA,"A213",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=91907&lvl=3&lin=f&keep=1&srchmode=1&unlock","LC","Reptiles",NA,"A213","I_A213",1,FALSE,TRUE
"Varanus albigularis","Varanus albigularis",NA,"White-throated monitor","Varanidae","QGH18-04891/ID: BARCELONA / 13202","DECOMISO/INDETERM","F","Fibro","DNA","RNA","RNA-seq",NA,NA,"A173",NA,NA,"BB5608","https://www.iucnredlist.org/species/22473612/22473630","LC","Reptiles",NA,"A173","I_A173",1,FALSE,TRUE
"Uromastyx acanthinura","Uromastyx acanthinura",NA,"North African Spiny-tailed Lizard","Agamidae","BARCELONA / 11362",NA,"F","Primary","WGS",NA,NA,NA,NA,"A242",NA,"ABA20120",NA,"https://reptile-database.reptarium.cz/species?genus=Uromastyx&species=acanthinura","NT","Reptiles",NA,"A242","I_A242",1,FALSE,FALSE
"Uromastyx acanthinura","Uromastyx acanthinura",NA,"North African Spiny-tailed Lizard","Agamidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A679",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=52167&lvl=3&lin=f&keep=1&srchmode=1&unlock","NT","Reptiles",NA,"A679","I_A679",1,FALSE,FALSE
"Varanus prasinus","Varanus prasinus",NA,"Emerald monitor","Varanidae","BHG15-00445/BARCELONA / 12643","CAPTIVE","M","Fibro","DNA","WGS",NA,NA,NA,"A268",NA,"ABA20137",NA,"https://www.iucnredlist.org/species/42485751/101752115","LC","Reptiles",NA,"A268","I_A268",1,FALSE,TRUE
"Furcifer pardalis","Furcifer pardalis",NA,"Panther chameleon","Chamaeleonidae","TLJ22-01287/BIOPARCVA / C10","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A314",NA,NA,NA,"https://www.iucnredlist.org/species/172955/6947909","LC","Reptiles",NA,"A314","I_A314",1,FALSE,FALSE
"Furcifer pardalis","Furcifer pardalis",NA,"Panther chameleon","Chamaeleonidae","-","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A844",NA,NA,NA,NA,"LC","Reptiles",NA,"A844","I_A844",1,FALSE,FALSE
"Dracaena guianensis","Dracaena guianensis",NA,"Caiman lizard","Teiidae","17968157/Barcelona9399","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A452",NA,NA,NA,"https://www.iucnredlist.org/species/44579645/44579652","LC","Reptiles",NA,"A452","I_A452",1,FALSE,TRUE
"Eublepharis macularius","Eublepharis macularius",NA,"Leopard gecko","Eublepharidae",NA,"CAPTIVE","M","Primary","WGS",NA,NA,NA,NA,"A479",NA,"ABA23930",NA,"https://www.iucnredlist.org/species/164745/1072324","LC","Reptiles",NA,"A479","I_A479",1,FALSE,FALSE
"Python regius","Python regius",NA,"Python regius","Pythonidae","17963991","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A328",NA,NA,NA,"https://www.iucnredlist.org/species/177562/15340592","LC","Reptiles",NA,"A328","I_A328",1,FALSE,FALSE
"Python regius","Python regius",NA,"Python regius","Pythonidae","MIG12-28325971 / BARCELONA / 1005","WILD","F","Primary","WGS",NA,NA,NA,NA,"A578",NA,"ABA23931",NA,NA,"LC","Reptiles",NA,"A578","I_A578",1,FALSE,FALSE
"Python breitensteini","Python breitensteini",NA,"Bornean blood python","Pythonidae","15808636/Barcelona/7300","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A396",NA,NA,NA,NA,"LC","Reptiles",NA,"A396","I_A396",1,FALSE,FALSE
"Lampropeltis triangulum sinaloae","Lampropeltis triangulum","sinaloae","Sinaloan milksnake","Colubridae","17967337/BARCELONA / 8241","CAPTIVE","F","Primary","WGS",NA,NA,NA,NA,"A363",NA,"ABA23929",NA,"https://www.iucnredlist.org/species/197493/2490171","LC","Reptiles",NA,"A363","I_A363",1,FALSE,FALSE
"Lampropeltis pyromelana","Lampropeltis pyromelana",NA,"Sonoran mountain kingsnake","Colubridae","AP26-0041",NA,NA,"Fibro",NA,NA,NA,NA,NA,"A778",NA,NA,NA,NA,"LC","Reptiles",NA,"A778","I_A778",1,FALSE,TRUE
