"taxon_id","scientific_name","common_name","alternative_name","genus","subfamily","family","order","class","iucn_category","genome","annotation","zoonomia","samples","sex","cell_line","i_psc","sample","assembly_level","scaffold_n50","contig_n50","gene_count","assembly_date","busco_completeness","genome_size","haploid_number","ploidy","sequencing_status","Annotation.Release","Ensembl.Assembly","Accession"
"9773","Megaptera novaeangliae","Humpback Whale,[""Humpback whale""]",NA,"Megaptera",NA,"Balaenopteridae","Artiodactyla","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,"U","Fibro",NA,"Tissue","Scaffold",9138802,12321,NA,"2019-03-06",NA,2865540000,22,2,"insdc_open",NA,NA,NA
"9886","Muntiacus reevesi","Muntiacus reevesi,[""Reeve's Muntjac""]",NA,"Muntiacus",NA,"Cervidae","Artiodactyla","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,"F","Fibro",NA,NA,"Chromosome",113316579,18600000,26044,"2021-10-05",NA,2924220000,23,2,"insdc_open",NA,NA,NA
"54508","Jacana jacana","Wattled jacana,[""wattled jacana""]",NA,"Jacana",NA,"Jacanidae","Charadriiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Trachea","Scaffold",126631,31221,14651,"2020-07-10",NA,1418100000,41,2,"insdc_open",NA,NA,NA
"9417","Artibeus jamaicensis","Jamaican Fruit-eating Bat,[""Jamaican fruit-eating bat""]",NA,"Artibeus","Stenodermatinae","Phyllostomidae","Chiroptera","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,"-","No cell line",NA,"Tissue","Scaffold",22092642,22092642,29413,"2021-12-20",NA,2591700000,15,2,"published","GCF_021234435.1-RS_2023_03",NA,NA
"166054","Pteropus lylei","Lyle's flying fox,[""Lyles flying fox""]","Pteropus liley","Pteropus",NA,"Pteropodidae","Chiroptera","Mammalia","VULNERABLE",TRUE,FALSE,FALSE,3,"-/F/F","Fibro",NA,"Tissue/ear",NA,NA,NA,NA,NA,NA,2454780000,19,2,NA,NA,NA,NA
"8928","Ciconia ciconia","White stork,[""White Stork""]",NA,"Ciconia",NA,"Ciconiidae","Ciconiiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,3,"U/U/U","Fibro",NA,"Tissue","Scaffold",84601090,31371,NA,"2023-01-06",NA,1545240000,34,2,"insdc_open",NA,NA,NA
"335483","Eudocimus ruber",NA,NA,"Eudocimus",NA,"Threskiornithidae","Pelecaniformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,"M/M","Fibro",NA,"Tissue/Trachea",NA,NA,NA,NA,"2023-04-03",NA,1222500000,34,2,"in_progress",NA,NA,NA
"100822","Geronticus eremita","Waldrapp ibis,[""northern bald ibis""]",NA,"Geronticus",NA,"Threskiornithidae","Pelecaniformes","Birds","ENDANGERED",TRUE,FALSE,FALSE,6,"U/M/U/U/F/F","Fibro",NA,NA,NA,NA,NA,NA,NA,NA,1222500000,34,2,NA,NA,NA,NA
"8901","Nycticorax nycticorax","Black-crowned night heron,[""Black-crowned Night Heron""]",NA,"Nycticorax",NA,"Ardeidae","Pelecaniformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,6,"M/U/U/M/U","Fibro",NA,"Tissue","Scaffold",3016563,73971,NA,"2022-05-16",NA,1320300000,32,2,"insdc_open",NA,NA,NA
"257867","Platalea leucorodia","Eurasian spoonbill,[""Eurasian Spoonbill""]",NA,"Platalea",NA,"Threskiornithidae","Pelecaniformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,"M/M","Fibro",NA,NA,NA,NA,NA,NA,"2023-04-03",NA,1222500000,34,2,"in_progress",NA,NA,NA
"52788","Plegadis falcinellus","Glossy Ibis,[""Glossy Ibis""]","Plegasid falcinellus","Plegadis",NA,"Threskiornithidae","Pelecaniformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,4,"M/M/-/-","Fibro",NA,NA,NA,NA,NA,NA,NA,NA,1222500000,25,2,"in_progress",NA,NA,NA
"100858","Threskiornis aethiopicus","Sacred ibis,[""Sacred ibis""]",NA,"Threskiornis",NA,"Threskiornithidae","Pelecaniformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"U","Fibro",NA,"Tissue/Trachea","Scaffold",90113662,32973,NA,"2023-02-10",NA,1222500000,34,2,"insdc_open",NA,NA,NA
"498209","Ixobrychus minutus","Little bittern,[""Bittern, Little""]",NA,"Ixobrychus",NA,"Ardeidae","Pelecaniformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1359420000,32,2,"in_progress",NA,NA,NA
"371920","Platalea ajaja",NA,NA,"Platalea",NA,"Threskiornithidae","Pelecaniformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1222500000,36,2,"in_progress",NA,NA,NA
"184585","Engraulis encrasicolus","European anchovy,[""European anchovy""]",NA,"Engraulis",NA,"Engraulidae","Clupeiformes","Fish","LEAST CONCERN",TRUE,FALSE,FALSE,1,NA,"No cell line",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,1537905000,24,2,NA,NA,NA,NA
"57412","Colius striatus","Speckled Mousebird,[""speckled mousebird""]",NA,"Colius",NA,"Coliidae","Coliiformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,2,"U/M","Fibro",NA,"Trachea","Scaffold",46063,25860,15163,"2014-05-13",83.7,1437660000,38,2,"insdc_open","100.0",NA,NA
"187106","Caloenas nicobarica","Nicobar pigeon,[""Nicobar pigeon""]",NA,"Caloenas",NA,"Columbidae","Columbiformes","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Trachea","Scaffold",20885367,72340,15520,"2020-07-10",NA,1506120000,40,2,"insdc_open",NA,NA,NA
"8932","Columba livia","Rock Dove,[""Rock Dove""]",NA,"Columba",NA,"Columbidae","Columbiformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,"-","No cell line",NA,"Tissue","Scaffold",14233134,26627,21046,"2017-12-13",96.8,1442550000,40,2,"insdc_open","102.0",NA,NA
"8934","Columba palumbus","Common Woodpigeon,[""Common Wood Pigeon""]",NA,"Columba",NA,"Columbidae","Columbiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"-","No cell line",NA,"Tissue",NA,NA,NA,NA,NA,NA,1442550000,39,2,"sample_collected",NA,NA,NA
"187121","Gallicolumba luzonica",NA,NA,"Gallicolumba",NA,"Columbidae","Columbiformes","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,3,"M/M","Fibro",NA,"Trachea",NA,NA,NA,NA,NA,NA,1440105000,38,2,NA,NA,NA,NA
"187138","Ptilinopus melanospilus","Black-naped Fruit-dove,[""black-naped fruit-dove""]",NA,"Ptilinopus",NA,"Columbidae","Columbiformes","Birds","NA",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,1437660000,38,2,"in_progress",NA,NA,NA
"177147","Streptopelia decaocto","Eurasian Collared-dove,[""Eurasian Collared Dove""]",NA,"Streptopelia",NA,"Columbidae","Columbiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"-","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,1290960000,38,2,"in_progress",NA,NA,NA
"115709","Zenaida graysoni","Socorro dove,[""Socorro dove""]",NA,"Zenaida",NA,"Columbidae","Columbiformes","Birds","EXTINCT IN THE WILD",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,1378980000,38,2,NA,NA,NA,NA
"8939","Dacelo novaeguineae","Laughing kookaburra,[""Laughing kookaburra""]",NA,"Dacelo",NA,"Alcedinidae","Coraciiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1457220000,38,2,"in_progress",NA,NA,NA
"170866","Halcyon malimbica",NA,NA,"Halcyon",NA,"Alcedinidae","Coraciiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Tissue","Scaffold",63048,26796,NA,"2022-08-01",NA,1545240000,38,2,"insdc_open",NA,NA,NA
"184239","Crocodylus rhombifer","Cuban Crocodile,[""Cuban crocodile""]","Crocodylus rhombifer","Crocodylus",NA,"Crocodylidae","Crocodylia","Reptil","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Trachea",NA,NA,NA,NA,"2023-04-03",NA,2777520000,15,2,NA,NA,NA,NA
"184242","Osteolaemus tetraspis","Dwarf crocodile,[""dwarf crocodile""]",NA,"Osteolaemus",NA,"Crocodylidae","Crocodylia","Reptil","VULNERABLE",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Trachea",NA,NA,NA,NA,"2023-04-03",NA,2777520000,19,2,NA,NA,NA,NA
"84099","Paleosuchus palpebrosus","Dwarf caiman,[""Cuvier's dwarf caiman""]","Paleosunchus palpebrosus","Paleosuchus","Caimaninae","Alligatoridae","Crocodylia","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,NA,"No cell line",NA,"Trachea",NA,NA,NA,NA,"2023-04-03",NA,3290970000,21,2,NA,NA,NA,NA
"103959","Musophaga violacea","Violet turaco,[""violet turaco""]",NA,"Musophaga",NA,"Musophagidae","Musophagiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Trachea",NA,NA,NA,NA,NA,NA,1396095000,41,2,NA,NA,NA,NA
"121530","Tauraco erythrolophus","Red-crested turaco,[""red-crested turaco""]",NA,"Tauraco",NA,"Musophagidae","Musophagiformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,"F","No cell line",NA,"Trachea","Scaffold",56334,22885,15194,"2014-06-25",91.1,1396095000,41,2,"insdc_open","100.0",NA,NA
"119416","Tauraco leucotis","White-cheeked turaco,[""white-cheeked turaco""]",NA,"Tauraco",NA,"Musophagidae","Musophagiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1396095000,41,2,NA,NA,NA,NA
"1960652","Notamacropus rufogriseus","Red-necked Wallaby,[""red-necked wallaby""]","Macropus rufogriseus","Notamacropus",NA,"Macropodidae","Diprotodontia","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,6,"M/M/M/F/U/M","Fibro",NA,NA,NA,NA,NA,NA,NA,NA,4371659999,8,2,NA,NA,NA,NA
"9321","Osphranter rufus","Red kangaroo,[""Red kangaroo""]","Macropus rufus","Osphranter",NA,"Macropodidae","Diprotodontia","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,2,"M/U","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,3061140000,10,2,NA,NA,NA,NA
"9325","Petrogale xanthopus","Yellow-footed Rock Wallaby,[""ring-tailed rock wallaby""]",NA,"Petrogale","Macropodinae","Macropodidae","Diprotodontia","Mammalia","NEAR THREATENED",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,3970680000,8,2,NA,NA,NA,NA
"9365","Erinaceus europaeus","West European Hedgehog,[""Hedgehog""]",NA,"Erinaceus","Erinaceinae","Erinaceidae","Eulipotyphla","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,NA,"No cell line",NA,"Tissue","Scaffold",3264618,21359,22762,"2012-09-19",NA,3579480000,24,2,"insdc_open","101.0","eriEur1","-"
"109475","Suncus etruscus","Etruscan Shrew,[""white-toothed pygmy shrew""]",NA,"Suncus","Crocidurinae","Soricidae","Eulipotyphla","Mammalia","LEAST CONCERN",TRUE,TRUE,FALSE,1,NA,"No cell line",NA,"Tissue","Chromosome",131952995,5042816,39091,"2022-07-06",NA,2577030000,21,2,"insdc_open","GCF_024139225.1-RS_2023_02",NA,NA
"148594","Falco naumanni","Lesser Kestrel,[""Lesser Kestrel""]",NA,"Falco",NA,"Falconidae","Falconiformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,2,"F/F","No cell line",NA,"Tissue/Trachea","Chromosome",91761059,13754753,19775,"2021-03-30",97.1,1403430000,26,2,"insdc_open","100.0",NA,NA
"9031","Gallus gallus","Domestic chicken,[""Domestic chicken""]",NA,"Gallus",NA,"Phasianidae","Galliformes","Birds","LEAST CONCERN",TRUE,TRUE,TRUE,1,"M","Fibro",NA,"Tissue","Chromosome",90861225,18834961,25635,"2021-01-19",96.6,1237170000,39,2,"insdc_open","106.0","bGalGal1.mat.broiler.GRCg7b","GCA_016699485.1"
"9043","Lophura edwardsi","Vietnam pheasant,[""Edwards's pheasant""]",NA,"Lophura",NA,"Phasianidae","Galliformes","Birds","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,1,"U","Fibro",NA,"Trachea",NA,NA,NA,NA,NA,NA,1237170000,27,2,NA,NA,NA,NA
"30403","Polyplectron napoleonis",NA,NA,"Polyplectron",NA,"Phasianidae","Galliformes","Birds","VULNERABLE",TRUE,FALSE,FALSE,2,"F/M","Fibro",NA,"Trachea",NA,NA,NA,NA,"2023-04-03",NA,1237170000,27,2,"in_progress",NA,NA,NA
"30414","Balearica pavonina","Black Crowned Crane,[""Black (W. African) crowned crane""]",NA,"Balearica",NA,"Gruidae","Gruiformes","Birds","VULNERABLE",TRUE,FALSE,FALSE,1,"U","No cell line",NA,NA,NA,NA,NA,NA,"2023-04-03",NA,1462110000,40,2,NA,NA,NA,NA
"54383","Eurypyga helias","Sunbittern,[""sunbittern""]",NA,"Eurypyga",NA,"Eurypygidae","Gruiformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,"F","No cell line",NA,"Tissue","Scaffold",47243,24402,15021,"2014-05-13",84.60000000000001,1388760000,40,2,"insdc_open","100.0",NA,NA
"9123","Gallinula chloropus","Common Moorhen,[""Common Moorhen""]",NA,"Gallinula",NA,"Rallidae","Gruiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,"U/U","No cell line",NA,NA,NA,NA,NA,NA,"2023-04-03",NA,1496340000,39,2,"in_progress",NA,NA,NA
"54359","Psophia crepitans","Grey-winged Trumpeter,[""common trumpeter""]",NA,"Psophia",NA,"Psophiidae","Gruiformes","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Tissue","Scaffold",468890,58160,15289,"2020-07-10",96.4,1388760000,40,2,"insdc_open",NA,NA,NA
"52644","Haliaeetus leucocephalus","Bald Eagle,[""Bald Eagle""]",NA,"Haliaeetus",NA,"Accipitridae","Accipitriformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,"M","Fibro",NA,"Tissue","Scaffold",9145499,105493,15655,"2014-08-04",96.9,1398540000,33,2,"insdc_open","100.0",NA,NA
"109274","Hippocampus abdominalis","Pot-bellied Seahorse,[""Big-belly seahorse""]",NA,"Hippocampus",NA,"Syngnathidae","Syngnathiformes","Fish","LEAST CONCERN",TRUE,FALSE,FALSE,2,NA,"No cell line",NA,"Lower lobe of Caudal fin/ whole specimen","Chromosome",21766359,8410403,NA,"2021-05-25",95.9,567240000,22,2,"insdc_open",NA,NA,NA
"9813","Procavia capensis","Rock hyrax,[""Rock hyrax""]",NA,"Procavia",NA,"Procaviidae","Hyracoidea","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,"F","Fibro",NA,"Tissue","Scaffold",905827,35792,NA,"2014-12-16",93.1,3970679999,27,2,"published",NA,"proCap1","-"
"137246","Chiloscyllium punctatum","Grey Carpetshark,[""Brownbanded bamboo shark""]",NA,"Chiloscyllium",NA,"Hemiscylliidae","Orectolobiformes","Fish","NEAR THREATENED",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue","Scaffold",1963924,21276,33501,"2018-08-02",NA,4459680000,36,2,"insdc_open",NA,NA,NA
"7801","Ginglymostoma cirratum","Nurse shark,[""Nurse shark""]",NA,"Ginglymostoma",NA,"Ginglymostomatidae","Orectolobiformes","Fish","VULNERABLE",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue/uter","Scaffold",40366410,55429,NA,"2022-06-30",NA,3814200000,36,2,"insdc_open",NA,NA,NA
"170820","Hemiscyllium ocellatum","Epaulette Shark,[""Epaulette shark""]",NA,"Hemiscyllium",NA,"Hemiscylliidae","Orectolobiformes","Fish","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue","Chromosome",83580160,8845575,NA,"2021-11-05",NA,5388780000,36,2,"insdc_open",NA,NA,NA
"37600","Carduelis carduelis","European Goldfinch,[""European Goldfinch""]",NA,"Carduelis",NA,"Fringillidae","Passeriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"-","No cell line",NA,"Tissue",NA,NA,NA,NA,NA,NA,1330080000,41,2,NA,NA,NA,NA
"37601","Chloris chloris","European Greenfinch,[""European Greenfinch""]",NA,"Chloris",NA,"Fringillidae","Passeriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"-","No cell line",NA,"Tissue",NA,NA,NA,NA,NA,NA,1330080000,40,2,"in_progress",NA,NA,NA
"88116","Delichon urbicum","Northern House Martin,[""Common House Martin""]",NA,"Delichon",NA,"Hirundinidae","Passeriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"-","No cell line",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,1344750000,36,2,"in_progress",NA,NA,NA
"46689","Ficedula hypoleuca","European pied flycatcher,[""European Pied Flycatcher""]",NA,"Ficedula",NA,"Muscicapidae","Passeriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Tissue",NA,NA,NA,NA,NA,NA,1234725000,40,2,"in_progress",NA,NA,NA
"43150","Hirundo rustica","Barb Swallow,[""Barn Swallow""]",NA,"Hirundo",NA,"Hirundinidae","Passeriformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,"-","No cell line",NA,"Tissue","Chromosome",76187387,2794774,18578,"2021-11-30",95.2,1281180000,40,2,"insdc_open","100.0",NA,NA
"245042","Lamprotornis superbus",NA,NA,"Lamprotornis",NA,"Sturnidae","Passeriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Tissue","Chromosome",72276715,150307,15207,"2022-03-24",95.9,1193160000,40,2,"insdc_open",NA,NA,NA
"187436","Lanius senator","Woodchat Shrike,[""Woodchat Shrike""]",NA,"Lanius",NA,"Laniidae","Passeriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,NA,"No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1212720000,38,2,"in_progress",NA,NA,NA
"241745","Scissirostrum dubium","Grosbeak Starling,[""finch-billed myna""]",NA,"Scissirostrum",NA,"Sturnidae","Passeriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,3,"/U/F","Fibro",NA,"Tissue (skin)",NA,NA,NA,NA,NA,NA,1281180000,40,2,"in_progress",NA,NA,NA
"87756","Diplodus vulgaris","Seabream,[""Common two-banded seabream""]",NA,"Diplodus",NA,"Sparidae","Spariformes","Fish","LEAST CONCERN",TRUE,FALSE,FALSE,1,NA,"No cell line",NA,"Aleta Caudal",NA,NA,NA,NA,NA,NA,557460000,24,2,NA,NA,NA,NA
"9807","Ceratotherium simum","Southern white rhinoceros,[""white rhinoceros""]",NA,"Ceratotherium",NA,"Rhinocerotidae","Perissodactyla","Mammalia","NEAR THREATENED",TRUE,FALSE,FALSE,1,"-","PBMc",NA,"Blood","Chromosome",67555069,50391373,NA,"2023-04-03",NA,3266520000,41,2,"insdc_open",NA,NA,NA
"9796","Equus caballus","Przewalski's horse,[""Horse""]",NA,"Equus",NA,"Equidae","Perissodactyla","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,1,"F","Fibro",NA,"Placenta/ Umbilical Cordon","Chromosome",87230776,1502753,33146,"2018-01-05",NA,3110040000,32,2,"insdc_open","103.0","EquCab3.0","GCA_002863925.1"
"89248","Equus quagga",NA,"Equus quagga","Equus",NA,"Equidae","Perissodactyla","Mammalia","NEAR THREATENED",TRUE,TRUE,FALSE,2,"tigris","Fibro",NA,NA,"Chromosome",122556673,427941,27599,"2022-01-31",NA,3481680000,22,2,"insdc_open","GCF_021613505.1-RS_2023_03",NA,NA
"1114792","Equus ferus","Monchio Horse,[""tarpan""]","Monchino horse","Equus",NA,"Equidae","Perissodactyla","Mammalia","NA",TRUE,FALSE,FALSE,2,NA,"PBMc",NA,"Blood",NA,NA,NA,NA,NA,NA,3481680000,28,2,NA,NA,NA,NA
"435638","Phoenicopterus roseus","Greater Flamingo,[""Greater Flamingo""]",NA,"Phoenicopterus",NA,"Phoenicopteridae","Phoenicopteriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,1354530000,40,2,"in_progress",NA,NA,NA
"9217","Phoenicopterus ruber","American flamingo,[""Greater flamingo""]",NA,"Phoenicopterus",NA,"Phoenicopteridae","Phoenicopteriformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Trachea","Chromosome",85472901,14700712,NA,"2023-04-03",NA,1354530000,40,2,"insdc_open",NA,NA,NA
"95723","Ramphastos toco","Toco toucan,[""Toco toucan""]",NA,"Ramphastos",NA,"Ramphastidae","Piciformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,1760400000,53,2,"sample_collected",NA,NA,NA
"71006","Myrmecophaga tridactyla","Giant Anteater,[""Giant anteater""]",NA,"Myrmecophaga",NA,"Myrmecophagidae","Pilosa","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,"U/F","Fibro",NA,"Fetal Sample","Scaffold",41255,36434,NA,"2019-01-16",NA,4224960000,30,2,"published",NA,NA,NA
"9531","Cercocebus atys","White-naped Mangabey,[""Mangabey""]",NA,"Cercocebus",NA,"Cercopithecidae","Primates","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,6,"F/M/F/M/F/F","Fibro",NA,NA,"Scaffold",12849131,112942,30556,"2015-03-19",NA,3657720000,21,2,"insdc_open","100.0","Caty_1.0","GCA_000955945.1"
"129801","Ateles hybridus","Brown Spider Monkey,[""brown spider monkey""]",NA,"Ateles","Atelinae","Atelidae","Primates","Mammalia","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,8,"F/F/F/M/F/U/M/U","Fibro","X","Tissue/placenta","Scaffold",50515269,50515269,NA,"2021-09-22",NA,3166275000,17,2,"insdc_open",NA,NA,NA
