"taxon_id","scientific_name","common_name","alternative_name","genus","subfamily","family","order","class","iucn_category","genome","annotation","zoonomia","samples","sex","cell_line","i_psc","sample","assembly_level","scaffold_n50","contig_n50","gene_count","assembly_date","busco_completeness","genome_size","haploid_number","ploidy","sequencing_status","Annotation.Release","Ensembl.Assembly","Accession"
"52231","Callithrix geoffroyi","Geoffroy’s Tufted-ear Marmoset,[""Geoffroy's marmoset""]",NA,"Callithrix","Callitrichinae","Cebidae","Primates","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,3354540000,26,2,NA,NA,NA,NA
"9493","Cebuella pygmaea","Pygmy marmoset,[""Pygmy marmoset""]",NA,"Cebuella",NA,"Cebidae","Primates","Mammalia","VULNERABLE",TRUE,FALSE,FALSE,4,"U/F/F/F","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,3403440000,22,2,NA,NA,NA,NA
"9530","Cercocebus torquatus","Red-capped mangabey,[""Mangabey""]",NA,"Cercocebus",NA,"Cercopithecidae","Primates","Mammalia","ENDANGERED",TRUE,FALSE,FALSE,2,"M/M","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,4792200000,21,2,NA,NA,NA,NA
"36227","Cercopithecus neglectus","De Brazza’s Monkey,[""De Brazza's monkey""]",NA,"Cercopithecus","Cercopithecinae","Cercopithecidae","Primates","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,"F","Fibro",NA,"Tissue","Scaffold",10270,9789,NA,"2019-01-16",NA,4762860000,29,2,"published",NA,NA,NA
"13515","Eulemur fulvus","Common brown lemur,[""Brown lemur""]",NA,"Eulemur",NA,"Lemuridae","Primates","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,"F/F","Fibro",NA,"Tissue","Scaffold",22561,21310,NA,"2019-01-16",58.2,3281190000,24,2,"published",NA,NA,NA
"9593","Gorilla gorilla","Western Gorilla,[""Western lowland gorilla""]",NA,"Gorilla",NA,"Hominidae","Primates","Mammalia","CRITICALLY ENDANGERED",TRUE,TRUE,FALSE,2,"-/F","Fibro/PBMc","X","Blood/Tissue","Chromosome",151559850,124954819,NA,"2023-04-03",NA,3491460000,24,2,"insdc_open","102.0",NA,NA
"9580","Hylobates lar","White-handed Gibbon,[""White-handed gibbon""]",NA,"Hylobates",NA,"Hylobatidae","Primates","Mammalia","ENDANGERED",TRUE,FALSE,FALSE,2,"M/M","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,3017130000,22,2,NA,NA,NA,NA
"9588","Hylobates muelleri","Bornean Gibbon,[""Mueller's Borneo gibbon""]",NA,"Hylobates",NA,"Hylobatidae","Primates","Mammalia","ENDANGERED",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,3246960000,22,2,NA,NA,NA,NA
"9589","Hylobates pileatus","Pileated Gibbon,[""pileated gibbon""]",NA,"Hylobates",NA,"Hylobatidae","Primates","Mammalia","ENDANGERED",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue","Chromosome",131825309,17385161,NA,"2022-01-19",NA,3168720000,22,2,"insdc_open",NA,NA,NA
"9447","Lemur catta","Ring-tailed Lemur,[""Ring-tailed lemur""]",NA,"Lemur","Lemuridae","Lemuridae","Primates","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,3,"M/M/M","Fibro",NA,"Tissue (skin)","Chromosome",102162704,32529614,30858,"2021-11-04",NA,3207840000,28,2,"published","100.0",NA,NA
"57374","Leontopithecus chrysomelas","Golden-headed lion tamarin,[""golden-headed lion tamarin""]",NA,"Leontopithecus",NA,"Cebidae","Primates","Mammalia","ENDANGERED",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,3378990000,23,2,NA,NA,NA,NA
"75566","Lophocebus aterrimus","Black Mangabey,[""Black mangabey""]",NA,"Lophocebus",NA,"Cercopithecidae","Primates","Mammalia","VULNERABLE",TRUE,FALSE,FALSE,2,"M/F","No cell line",NA,"Tissue","Contig",6802059,6802059,NA,"2022-06-17",94.3,3677280000,21,2,"insdc_open",NA,NA,NA
"9546","Macaca sylvanus","Barbary macaque,[""Barbary ape""]",NA,"Macaca",NA,"Cercopithecidae","Primates","Mammalia","ENDANGERED",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,3423000000,21,2,"open",NA,NA,NA
"9568","Mandrillus leucophaeus","Drill,[""drill""]",NA,"Mandrillus",NA,"Cercopithecidae","Primates","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,3,"F/F/F","Fibro",NA,"Tissue","Scaffold",3186748,31346,27850,"2015-03-12",NA,3423000000,21,2,"insdc_open","100.0","Mleu.le_1.0","GCA_000951045.1"
"9561","Mandrillus sphinx","Mandrill,[""Mandrill""]",NA,"Mandrillus","Cercopithecinae","Cercopithecidae","Primates","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,"F/M","Fibro",NA,"Tissue","Contig",20999372,20999372,NA,"2022-06-17",NA,3423000000,21,2,"insdc_open",NA,NA,NA
"100488","Miopithecus ogouensis","Northern Talapoin Monkey,[""Gabon talapoin""]","Miopithecus ogouensis","Miopithecus","Cercopithecinae","Cercopithecidae","Primates","Mammalia","NEAR THREATENED",TRUE,FALSE,FALSE,2,"U/F","Fibro","X","Tissue",NA,NA,NA,NA,NA,NA,3589260000,27,2,NA,NA,NA,NA
"9598","Pan troglodytes","Central chimpanzee,[""Chimpanzee""]",NA,"Pan",NA,"Hominidae","Primates","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,9,"F/F/F/F/F/?/F/F/M","Fibro","X","Tissue/Blood","Chromosome",144388002,94528342,44705,"2023-02-27",91.5,3613710000,24,2,"insdc_open","GCF_028858775.1-RS_2023_04","Pan_tro_3.0","GCA_000001515.5"
"9556","Papio cynocephalus","Yellow Baboon,[""Yellow baboon""]",NA,"Papio",NA,"Cercopithecidae","Primates","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,3457230000,21,2,NA,NA,NA,NA
"9600","Pongo pygmaeus","Orangutan,[""Orangutan""]","Pongo pygmaeus","Pongo",NA,"Hominidae","Primates","Mammalia","CRITICALLY ENDANGERED",TRUE,TRUE,FALSE,3,"F/U/M","Fibro","X","Cell culture / Placenta/ombelical Cordon","Chromosome",140977933,90555683,39296,"2023-02-28",93.9,3579480000,24,2,"insdc_open","GCF_028885625.1-RS_2023_04",NA,NA
"9491","Saguinus imperator","Bearded Emperor Tamarin,[""tamarin""]",NA,"Saguinus","Callitrichinae","Cebidae","Primates","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,3,"M/M/F","Fibro",NA,"Tissue","Scaffold",65636,53787,NA,"2019-01-15",NA,3378990000,23,2,"published",NA,NA,NA
"9490","Saguinus oedipus","Cotton-headed Tamarin,[""cotton-top tamarin""]",NA,"Saguinus","Callitrichinae","Cebidae","Primates","Mammalia","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,3,"U/M/U","Fibro",NA,NA,NA,NA,NA,NA,"2023-04-03",NA,3378990000,23,2,NA,NA,NA,NA
"9783","Elephas maximus","Asian Elephant,[""Asian elephant""]",NA,"Elephas",NA,"Elephantidae","Proboscidea","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,3,NA,"PBMc",NA,"Blood","Scaffold",102334419,252430,NA,"2023-06-16",94.2,3941340000,28,2,"insdc_open",NA,NA,NA
"9785","Loxodonta africana","African Savanna Elephant,[""African elephant""]",NA,"Loxodonta",NA,"Elephantidae","Proboscidea","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,1,"M","Fibro",NA,"Tissue","Scaffold",46401353,69023,28964,"2009-07-15",NA,4342320000,28,2,"insdc_open","102.0","Loxafr3.0","GCA_000001905.1"
"51900","Anodorhynchus hyacinthinus","Hyacinth macaw,[""Hyacinth macaw""]",NA,"Anodorhynchus",NA,"Psittacidae","Psittaciformes","Birds","VULNERABLE",TRUE,FALSE,FALSE,2,"M/M","Fibro",NA,"Trachea","Scaffold",12605,12520,NA,"2022-07-21",NA,1320300000,35,2,"insdc_open",NA,NA,NA
"176024","Eclectus roratus","Eclectus parrot,[""Eclectus parrot""]",NA,"Eclectus",NA,"Psittacidae","Psittaciformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue","Scaffold",28643,17249,NA,"2022-07-21",66.9,1555020000,35,2,"insdc_open",NA,NA,NA
"51906","Guaruba guarouba",NA,NA,"Guaruba",NA,"Psittacidae","Psittaciformes","Birds","VULNERABLE",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Trachea","Scaffold",29847,19329,NA,"2022-07-21",72.2,1339860000,35,2,"insdc_open",NA,NA,NA
"1549204","Trichoglossus moluccanus","Australian rainbow lorikeet,[""rainbow lorikeet""]",NA,"Trichoglossus",NA,"Psittaculidae","Psittaciformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,"M","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-16",NA,1300740000,23,2,NA,NA,NA,NA
"60465","Agapornis nigrigenis",NA,NA,"Agapornis",NA,"Psittacidae","Psittaciformes","Birds","VULNERABLE",TRUE,FALSE,FALSE,4,"-/F/U/U","Fibro",NA,NA,NA,NA,NA,NA,"2023-04-03",NA,1281180000,24,2,NA,NA,NA,NA
"12930","Amazona aestiva","[""Blue-fronted parrot""]",NA,"Amazona",NA,"Psittacidae","Psittaciformes","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue/Trachea","Chromosome",89048441,26168,16315,"2021-03-30",92.2,1574580000,35,2,"insdc_open",NA,NA,NA
"244070","Amazona brasiliensis","Red-tailed amazon,[""Red-tailed parrot""]",NA,"Amazona",NA,"Psittacidae","Psittaciformes","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1584360000,35,2,NA,NA,NA,NA
"151759","Amazona autumnalis","Lilacine Amazon,[""Red-lored parrot""]","Amazona lilacina","Amazona",NA,"Psittacidae","Psittaciformes","Birds","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Tissue (skin)","Scaffold",17050,4664,NA,"2022-07-20",NA,1476780000,35,2,"insdc_open",NA,NA,NA
"9226","Ara ararauna","Blue-and-yellow macaw,[""Blue-and-yellow macaw""]",NA,"Ara",NA,"Psittacidae","Psittaciformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,"M/U","Fibro",NA,"Trachea","Chromosome",110438430,38811057,NA,"2023-02-24",NA,1418100000,35,2,"insdc_open",NA,NA,NA
"176013","Ara chloropterus","Red-and-green Macaw,[""Red-and-green macaw""]",NA,"Ara",NA,"Psittacidae","Psittaciformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Trachea","Scaffold",19108,4271,NA,"2022-11-27",NA,1447440000,35,2,"insdc_open",NA,NA,NA
"176015","Aratinga solstitialis","Sun Parakeet,[""Sun parakeet""]",NA,"Aratinga",NA,"Psittacidae","Psittaciformes","Birds","ENDANGERED",TRUE,FALSE,FALSE,1,"-","Fibro",NA,"Tissue/Trachea","Scaffold",16980747,236229,NA,"2019-11-14",NA,1339860000,35,2,"insdc_open",NA,NA,NA
"176075","Eos reticulata",NA,NA,"Eos",NA,"Psittaculidae","Psittaciformes","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Trachea",NA,NA,NA,NA,NA,NA,1300740000,32,2,"sample_collected",NA,NA,NA
"10085","Cricetomys gambianus","Gambian giant pouched rat,[""Gambian giant pouched rat""]",NA,"Cricetomys",NA,"Nesomyidae","Rodentia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,NA,"No cell line",NA,"Tissue","Scaffold",110049,80761,NA,"2019-01-16",82.10000000000001,3110040000,16,2,"published",NA,NA,NA
"45480","Cynomys ludovicianus","Black-tailed prairie dog,[""black-tailed prairie dog""]",NA,"Cynomys",NA,"Sciuridae","Rodentia","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,3882659999,19,2,NA,NA,NA,NA
"29091","Dolichotis patagonum","Patagonian mara,[""Patagonian cavy""]",NA,"Dolichotis","Dolichotinae","Caviidae","Rodentia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,3,"F/M/-","Fibro",NA,"Tissue","Scaffold",31026,27983,NA,"2019-01-16",72.60000000000001,3618600000,32,2,"published",NA,NA,NA
"53277","Eliomys quercinus","Garden Dormouse,[""garden dormouse""]",NA,"Eliomys","Leithiinae","Gliridae","Rodentia","Mammalia","NEAR THREATENED",TRUE,FALSE,FALSE,1,"-","Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-12",NA,3882659999,24,2,"in_progress",NA,NA,NA
"10149","Hydrochoerus hydrochaeris","Capybara,[""capybara""]",NA,"Hydrochoerus","Hydrochoerinae","Hydrochaeridae","Rodentia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,"M","Fibro",NA,"Tissue","Scaffold",202224,148451,NA,"2019-01-16",NA,3663832500,27,2,"published",NA,NA,NA
"10137","Hystrix cristata","Short-tailed porcupine,[""crested porcupine""]","Hystrix NA","Hystrix",NA,"Hystricidae","Rodentia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,"F/M","Fibro",NA,"Tissue","Scaffold",64768,57102,NA,"2019-01-16",NA,3663832500,24,2,"published",NA,NA,NA
"8030","Salmo salar","Atlantic Samon,[""Atlantic salmon""]",NA,"Salmo",NA,"Salmonidae","Salmoniformes","Fish","LEAST CONCERN",TRUE,TRUE,FALSE,2,NA,"Fibro",NA,"Tissue","Chromosome",28058890,28058890,65343,"2021-04-21",NA,3031800000,29,1,"insdc_open","102.0","Ssal_v3.1","GCA_905237065.2"
"92683","Spheniscus demersus","Jackass penguin,[""Jackass penguin""]",NA,"Spheniscus",NA,"Spheniscidae","Sphenisciformes","Birds","ENDANGERED",TRUE,FALSE,FALSE,3,"M/F/F","Fibro",NA,"Tissue","Scaffold",15386364,109372,15881,"2020-01-31",96,1594140000,36,2,"insdc_open",NA,NA,NA
"9240","Spheniscus humboldti","Humboldt penguin,[""Humboldt's penguin""]",NA,"Spheniscus",NA,"Spheniscidae","Sphenisciformes","Birds","VULNERABLE",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Tissue","Chromosome",89079306,13936613,16378,"2022-12-28",97.5,1594140000,39,2,"insdc_open",NA,NA,NA
"91907","Chamaeleo chamaeleon","Common Chameleon,[""common chameleon""]",NA,"Chamaeleo",NA,"Chamaeleonidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,NA,"Fibro",NA,"Tissue",NA,NA,NA,NA,"2023-04-03",NA,2934000000,12,2,NA,NA,NA,NA
"96731","Corucia zebrata",NA,NA,"Corucia",NA,"Scincidae","Squamata","Reptil","NEAR THREATENED",TRUE,FALSE,FALSE,1,"U","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1716390000,16,2,NA,NA,NA,NA
"420545","Dracaena guianensis",NA,NA,"Dracaena",NA,"Teiidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Trachea",NA,NA,NA,NA,NA,NA,1872870000,19,2,NA,NA,NA,NA
"187939","Furcifer pardalis",NA,NA,"Furcifer",NA,"Chamaeleonidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue","Chromosome",184669281,158731830,NA,"2023-07-12",NA,2449889999,11,2,"insdc_open",NA,NA,NA
"140017","Lampropeltis triangulum","Sinaloan milksnake,[""milk snake""]",NA,"Lampropeltis",NA,"Colubridae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,2640600000,18,1,NA,NA,NA,NA
"2083012","Python breitensteini","Bornean blood python,[""Borneo python""]",NA,"Python",NA,"Pythonidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,1789740000,18,3,NA,NA,NA,NA
"51751","Python regius",NA,NA,"Python",NA,"Pythonidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Trachea",NA,NA,NA,NA,"2023-04-03",NA,1789740000,18,3,NA,NA,NA,NA
"52167","Uromastyx acanthinura","Dabb spiny-tailed lizard,[""Black spiny-tailed lizard""]",NA,"Uromastyx",NA,"Agamidae","Squamata","Reptil","NEAR THREATENED",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue",NA,NA,NA,NA,NA,NA,2141820000,17,2,NA,NA,NA,NA
"8558","Varanus albigularis","White-throated monitor,[""cape monitor""]",NA,"Varanus",NA,"Varanidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","Fibro",NA,"Tissue",NA,NA,NA,NA,NA,NA,2009790000,20,3,NA,NA,NA,NA
"62050","Varanus prasinus",NA,NA,"Varanus",NA,"Varanidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"M","Fibro",NA,"Trachea",NA,NA,NA,NA,NA,NA,2009790000,20,3,NA,NA,NA,NA
"103699","Chlamydosaurus kingii","Frilled Lizard,[""frilled dragon""]",NA,"Chlamydosaurus",NA,"Agamidae","Squamata","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"F","Fibro",NA,NA,NA,NA,NA,NA,"2023-04-03",NA,1819080000,16,2,NA,NA,NA,NA
"371907","Bubo scandiacus","Snowy Owl,[""Owl, Snowy""]",NA,"Bubo",NA,"Strigidae","Strigiformes","Birds","VULNERABLE",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Tissue/Trachea","Scaffold",19757310,196832,NA,"2021-03-09",96.7,1643040000,40,2,"insdc_open",NA,NA,NA
"126827","Otus scops","Eurasian scops owl,[""Eurasian Scops Owl""]",NA,"Otus","Strigiformes
 

","Strigidae","Strigiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,"M/M","Fibro",NA,"Tissue (skin)",NA,NA,NA,NA,"2023-04-03",NA,1369200000,38,2,"in_progress",NA,NA,NA
"111821","Strix aluco","Tawny Owl,[""Tawny Owl""]",NA,"Strix",NA,"Strigidae","Strigiformes","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,NA,"No cell line",NA,"Tissue",NA,NA,NA,NA,"2023-04-11",NA,1555020000,41,2,"in_progress",NA,NA,NA
"56313","Tyto alba","Common Barn-owl,[""Owl, Barn""]",NA,"Tyto",NA,"Tytonidae","Strigiformes","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,"M","Fibro",NA,"Tissue","Scaffold",36032128,17955177,19198,"2021-06-03",84.2,1594140000,46,2,"insdc_open","102.0",NA,NA
"41426","Phacochoerus africanus","Warthog,[""Common warthog""]",NA,"Phacochoerus",NA,"Suidae","Artiodactyla","Mammalia","LEAST CONCERN",TRUE,TRUE,FALSE,4,"M/F/F","Fibro",NA,"Tissue","Chromosome",141887063,10602503,27929,"2021-02-19",95.6,2885100000,17,2,"insdc_open","GCF_016906955.1-RS_2023_03",NA,NA
"109288","Hippocampus reidi","Long-snout Seahorse,[""slender seahorse""]",NA,"Hippocampus",NA,"Syngnathidae","Syngnathiformes","Fish","NEAR THREATENED",TRUE,FALSE,FALSE,1,"-","No cell line",NA,"Tissue (whole specimen)",NA,NA,NA,NA,"2023-04-03",NA,567240000,22,2,NA,NA,NA,NA
"161584","Syngnathus acus","Longsnout Pipefish,[""greater pipefish""]",NA,"Syngnathus",NA,"Syngnathidae","Syngnathiformes","Fish","LEAST CONCERN",TRUE,TRUE,FALSE,1,"F","No cell line",NA,"Tissue","Chromosome",14974571,11959915,24927,"2020-07-31",94.9,533010000,22,2,"insdc_open","100.0",NA,NA
"8467","Caretta caretta","Loggerhead Turtle,[""Turtle, Loggerhead Sea""]",NA,"Caretta",NA,"Cheloniidae","Testudines","Reptil","VULNERABLE",TRUE,TRUE,FALSE,2,"-/-","PBMc",NA,"Blood","Chromosome",130956235,18214114,24923,"2022-06-07",NA,2581920000,27,2,"insdc_open","100.0",NA,NA
"167804","Aldabrachelys gigantea","Aldabra giant tortoise,[""Aldabra giant tortoise""]","Geochelone gigantea","Aldabrachelys",NA,"Testudinidae","Testudines","Reptil","VULNERABLE",TRUE,FALSE,FALSE,1,NA,"No cell line",NA,NA,"Chromosome",148569599,58656949,NA,"2022-11-15",NA,2889990000,26,2,"insdc_open",NA,NA,NA
"55547","Heosemys spinosa","Spiny Turtle,[""Spiny turtle""]",NA,"Heosemys",NA,"Geoemydidae","Testudines","Reptil","ENDANGERED",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Trachea",NA,NA,NA,NA,NA,NA,4009799999,26,2,NA,NA,NA,NA
"571338","Macrochelys temminckii","Alligator snapping turtle,[""alligator snapping turtle""]",NA,"Macrochelys",NA,"Chelydridae","Testudines","Reptil","VULNERABLE",TRUE,FALSE,FALSE,2,"F","No cell line",NA,"Trachea",NA,NA,NA,NA,"2023-04-03",NA,2547690000,26,2,NA,NA,NA,NA
"569598","Stigmochelys pardalis","Leopard Tortoise,[""Leopard tortoise""]",NA,"Stigmochelys",NA,"Testudinidae","Testudines","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,"U","No cell line",NA,NA,NA,NA,NA,NA,"2023-04-03",NA,2464560000,26,2,NA,NA,NA,NA
"158816","Terrapene nelsoni","Spotted Box Turtle,[""spotted box turtle""]",NA,"Terrapene",NA,"Emydidae","Testudines","Reptil","NA",TRUE,FALSE,FALSE,2,"M/F","No cell line",NA,"Tissue",NA,NA,NA,NA,NA,NA,2405880000,25,2,NA,NA,NA,NA
"86976","Testudo hermanni","Balkan Hermann's tortoise,[""Hermann's tortoise""]",NA,"Testudo",NA,"Testudinidae","Testudines","Reptil","ENDANGERED",TRUE,FALSE,FALSE,1,"F","No cell line",NA,"Tissue",NA,NA,NA,NA,NA,NA,3423000000,26,2,NA,NA,NA,NA
"68454","Scyliorhinus stellaris","Nursehound,[""Nursehound shark""]",NA,"Scyliorhinus",NA,"Scyliorhinidae","Carcharhiniformes","Fish","VULNERABLE",TRUE,FALSE,FALSE,1,"M","No cell line",NA,"Tissue",NA,NA,NA,NA,"2023-04-12",NA,6014700000,36,2,NA,NA,NA,NA
"9691","Panthera pardus","Persian leopard,Leopard,[""leopard""]",NA,"Panthera",NA,"Felidae","Carnivora","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,NA,"Fibro",NA,"Tissue","Scaffold",126810544,22236240,34379,"2022-07-21",NA,2767740000,19,2,"insdc_open","GCF_024362965.1-RS_2023_02","PanPar1.0","GCA_001857705.1"
"9986","Oryctolagus cuniculus","European rabbit,[""Rabbit""]",NA,"Oryctolagus",NA,"Leporidae","Lagomorpha","Mammalia","NA",TRUE,TRUE,FALSE,2,NA,"Fibro",NA,"Tissue","Chromosome",111644748,337730,37497,"2021-02-04",87.7,3188280000,22,2,"insdc_open","GCF_009806435.1-RS_2023_02","OryCun2.0","GCA_000003625.1"
